Link,Item Title,Shopname,L2 Category,ADO,ADGMV,Promo Price,Cluster,L1 Category,Shopee ID,Is MS,Meli id,nome ajustado,type_class,metric,value,bucket,Shop ID
https://m-shop.kwai.com/shop/c/detail/?itemId=1280383815,Cachecol Liso Feminino  Grosso De 230g Com Bolinhas,All in collection br,,,,44.99,,,,,1280383815,Cachecol Liso Feminino Grosso g Bolinhas,,,,<80,37815.0
https://m-shop.kwai.com/shop/c/detail/?itemId=1260493815,"Cachecol, Lenço, Echarpe De Impressa Flor Grosso De 250g",All in collection br,,,,44.99,,,,,1260493815,Cachecol Lenço Echarpe De Impressa Flor Grosso g,,,,<80,37815.0
https://m-shop.kwai.com/shop/c/detail/?itemId=1292632815,Cachecol Xele Echarpe De Xadrez Grosso De 250g,All in collection br,,,,44.99,,,,,1292632815,Cachecol Xele Echarpe Xadrez Grosso g,,,,<80,37815.0
https://m-shop.kwai.com/shop/c/detail/?itemId=1270778815,Cachecol  Feminino Com Impressa De Letra Com Franjas,All in collection br,,,,44.99,,,,,1270778815,cachecol Feminino Impressa De Letra Franjas,,,,<80,37815.0
https://m-shop.kwai.com/shop/c/detail/?itemId=1292311815,Cachecol Echarpe Xadre Quadradinho Grosso de 250g Com Franja,All in collection br,,,,44.99,,,,,1292311815,Cachecol Echarpe Xadre Quadradinho Grosso g Franja,,,,<80,37815.0
https://m-shop.kwai.com/shop/c/detail/?itemId=1247994815,Cachecol lisa de cashmere de poliester de 230g com franjas,All in collection br,,,,39.99,,,,,1247994815,cachecol liso cashmere poliester g franja,,,,<80,37815.0
https://m-shop.kwai.com/shop/c/detail/?itemId=1280071815,Cachecol Echarpe Xale Pashmina Xadrez Feminina Com Franjas,All in collection br,,,,44.99,,,,,1280071815,Cachecol Echarpe Xale Pashmina Xadrez Feminina Franjas,,,,<80,37815.0
https://m-shop.kwai.com/shop/c/detail/?itemId=1260092815,Cachecol Echarpe Xale De Impressa Geometrico Letra De 250g,All in collection br,,,,44.99,,,,,1260092815,Cachecol Echarpe Xale Impressa Geometrico Letra g,,,,<80,37815.0
